ANONID,DEPT,HSGPA
171003,Psychology Department,3.8
171061,Psychology Department,3.7
171064,Psychology Department,4
171083,Psychology Department,3.6
171101,Psychology Department,NA
171104,Psychology Department,3.9
171107,Psychology Department,3.9
171181,Psychology Department,3.9
171213,Psychology Department,0
171349,Psychology Department,3.7
171361,Psychology Department,3.6
171368,Psychology Department,0
171387,Psychology Department,3.6
171470,Psychology Department,3.6
171499,Psychology Department,3.8
171506,Psychology Department,3.8
171546,Psychology Department,0
171587,Psychology Department,4
171605,Psychology Department,3.7
171613,Psychology Department,3.6
171702,Psychology Department,3.3
171728,Psychology Department,3.2
171742,Psychology Department,3.9
171765,Psychology Department,3.9
171766,Psychology Department,0
171774,Psychology Department,3.9
171819,Psychology Department,3.7
171844,Psychology Department,3.9
171855,Psychology Department,3.9
171880,Psychology Department,3.6
171887,Psychology Department,0
171910,Psychology Department,3.6
171959,Psychology Department,3.69
172032,Psychology Department,3.9
172106,Psychology Department,3.8
172118,Psychology Department,3.5
172119,Psychology Department,3.5
172150,Psychology Department,4
172172,Psychology Department,3.6
172180,Psychology Department,3.7
172185,Psychology Department,3.9
172198,Psychology Department,4
172272,Psychology Department,3.4
172314,Psychology Department,3.9
172372,Psychology Department,3.5
172378,Psychology Department,3.7
172432,Psychology Department,0
172456,Psychology Department,3.6
172472,Psychology Department,NA
172480,Psychology Department,NA
172509,Psychology Department,3.2
172522,Psychology Department,3.9
172564,Psychology Department,3.4
172605,Psychology Department,3
172623,Psychology Department,3.7
172724,Psychology Department,0
172725,Psychology Department,NA
172758,Psychology Department,3.9
172766,Psychology Department,3.8
172797,Psychology Department,3.3
172801,Psychology Department,3.89
172855,Psychology Department,NA
172911,Psychology Department,3.9
172922,Psychology Department,3.8
172957,Psychology Department,0
172989,Psychology Department,3.5
173003,Psychology Department,3
173055,Psychology Department,3.8
173056,Psychology Department,3.9
173070,Psychology Department,NA
173080,Psychology Department,3.8
173090,Psychology Department,3.9
173130,Psychology Department,3.9
173138,Psychology Department,3.9
173152,Psychology Department,3.5
173179,Psychology Department,4
173198,Psychology Department,3.9
173250,Psychology Department,4
173289,Psychology Department,3.7
173311,Psychology Department,NA
173321,Psychology Department,3
173356,Psychology Department,3.5
173367,Psychology Department,3.7
173388,Psychology Department,3.6
173398,Psychology Department,2.9
173475,Psychology Department,3.9
173590,Psychology Department,3.5
173708,Psychology Department,0
173713,Psychology Department,4
173720,Psychology Department,3.8
173728,Psychology Department,3.9
173730,Psychology Department,3.2
173740,Psychology Department,3.5
173743,Psychology Department,0
173744,Psychology Department,2.4
173780,Psychology Department,3.8
173800,Psychology Department,3.8
173808,Psychology Department,3.8
173835,Psychology Department,NA
173899,Psychology Department,3.9
173901,Psychology Department,3.8
173912,Psychology Department,4
173951,Psychology Department,3.4
173978,Psychology Department,3.8
174018,Psychology Department,NA
174065,Psychology Department,3.8
174083,Psychology Department,3.6
174099,Psychology Department,3.8
174102,Psychology Department,3.8
174108,Psychology Department,3.7
174118,Psychology Department,3.6
174147,Psychology Department,3.3
174157,Psychology Department,0
174168,Psychology Department,4
174172,Psychology Department,3.8
174188,Psychology Department,3.6
174230,Psychology Department,NA
174237,Psychology Department,0
174378,Psychology Department,3.4
174391,Psychology Department,4
174420,Psychology Department,2.4
174431,Psychology Department,0
174457,Psychology Department,3.2
174479,Psychology Department,3.5
174511,Psychology Department,0
174538,Psychology Department,3.9
174547,Psychology Department,3.4
174581,Psychology Department,3.8
174597,Psychology Department,3.6
174616,Psychology Department,3.9
174667,Psychology Department,3.82
174776,Psychology Department,3.6
174786,Psychology Department,NA
174794,Psychology Department,0
174852,Psychology Department,3.7
174868,Psychology Department,3.8
" and Developmental Biology""",Psychology Department,3.9
174895,Psychology Department,3.9
174900,Psychology Department,0
175005,Psychology Department,3.8
175028,Psychology Department,3.9
175048,Psychology Department,4
175112,Psychology Department,3.7
175136,Psychology Department,0
175146,Psychology Department,3.7
175189,Psychology Department,3.5
175221,Psychology Department,3.8
175263,Psychology Department,3.3
175310,Psychology Department,0
175311,Psychology Department,3.7
175325,Psychology Department,3.6
175331,Psychology Department,4
175363,Psychology Department,3
175384,Psychology Department,2.7
175405,Psychology Department,0
175409,Psychology Department,3.9
175425,Psychology Department,3.4
175438,Psychology Department,3.9
175450,Psychology Department,NA
175537,Psychology Department,NA
175538,Psychology Department,3.6
175569,Psychology Department,3.2
175642,Psychology Department,3.6
175677,Psychology Department,2.6
175702,Psychology Department,NA
175714,Psychology Department,3.8
175913,Psychology Department,3.7
175948,Psychology Department,0
175975,Psychology Department,3.3
175977,Psychology Department,3
175979,Psychology Department,3.7
176043,Psychology Department,3.8
176052,Psychology Department,3.9
176071,Psychology Department,3.9
176082,Psychology Department,3.9
176086,Psychology Department,3.9
176150,Psychology Department,3.9
176174,Psychology Department,3.8
176182,Psychology Department,NA
176183,Psychology Department,4
176214,Psychology Department,3.7
176226,Psychology Department,0
176248,Psychology Department,3.9
176302,Psychology Department,0
176340,Psychology Department,2.8
176356,Psychology Department,2.6
176389,Psychology Department,3.2
176390,Psychology Department,NA
176404,Psychology Department,4
176407,Psychology Department,0
176409,Psychology Department,NA
176432,Psychology Department,3.9
176465,Psychology Department,NA
176502,Psychology Department,3.6
176508,Psychology Department,3.8
176521,Psychology Department,0
176599,Psychology Department,3.9
176613,Psychology Department,4
176636,Psychology Department,4
176643,Psychology Department,3.9
176697,Psychology Department,0
176761,Psychology Department,3.5
176842,Psychology Department,4
NA,Psychology Department,3.2
176855,Psychology Department,3.2
176874,Psychology Department,4
176889,Psychology Department,4
176926,Psychology Department,3.2
176930,Psychology Department,3.8
176971,Psychology Department,NA
176978,Psychology Department,3.8
176997,Psychology Department,NA
177021,Psychology Department,0
177050,Psychology Department,3.9
177071,Psychology Department,4
177103,Psychology Department,3.9
177163,Psychology Department,0
177183,Psychology Department,4
177244,Psychology Department,3.7
177334,Psychology Department,3.9
177432,Psychology Department,4
177437,Psychology Department,3.6
177450,Psychology Department,3.4
177475,Psychology Department,3.8
177500,Psychology Department,3.5
177520,Psychology Department,3.9
177559,Psychology Department,4
177572,Psychology Department,2
177628,Psychology Department,NA
177635,Psychology Department,3.9
177685,Psychology Department,4
177736,Psychology Department,3.8
177758,Psychology Department,3.6
177763,Psychology Department,4
177789,Psychology Department,4
177796,Psychology Department,3.3
177835,Psychology Department,NA
177885,Psychology Department,3.3
177886,Psychology Department,4
177894,Psychology Department,3.9
177965,Psychology Department,3.8
177982,Psychology Department,3.3
177993,Psychology Department,3.9
178009,Psychology Department,0
178017,Psychology Department,NA
178037,Psychology Department,2.9
178093,Psychology Department,3.7
178097,Psychology Department,3.7
178122,Psychology Department,3.9
NA,Psychology Department,3.8
178205,Psychology Department,3.8
178229,Psychology Department,NA
178230,Psychology Department,4
178278,Psychology Department,3.8
178323,Psychology Department,4
178377,Psychology Department,3.9
178452,Psychology Department,4
178458,Psychology Department,3.7
178475,Psychology Department,0
178477,Psychology Department,3.8
178482,Psychology Department,0
178556,Psychology Department,0
178574,Psychology Department,3.5
178587,Psychology Department,3.7
178608,Psychology Department,0
178706,Psychology Department,2.7
178753,Psychology Department,3.8
178757,Psychology Department,4
178776,Psychology Department,NA
178822,Psychology Department,3.8
178837,Psychology Department,3.8
178850,Psychology Department,NA
178867,Psychology Department,0
178894,Psychology Department,3.9
178916,Psychology Department,3.9
178937,Psychology Department,NA
178948,Psychology Department,3
178961,Psychology Department,3.9
178998,Psychology Department,3.9
179022,Psychology Department,3.9
179024,Psychology Department,3.7
179047,Psychology Department,2.7
179054,Psychology Department,4
179075,Psychology Department,3.97
179157,Psychology Department,0
179179,Psychology Department,3.8
179181,Psychology Department,3.8
179195,Psychology Department,3.6
179231,Psychology Department,3.9
179255,Psychology Department,0
179262,Psychology Department,3.8
179263,Psychology Department,3.9
179274,Psychology Department,3.3
179281,Psychology Department,3.8
179288,Psychology Department,3.6
179291,Psychology Department,3.9
179308,Psychology Department,4
179333,Psychology Department,3.5
179355,Psychology Department,2.8
179364,Psychology Department,4
179403,Psychology Department,NA
179435,Psychology Department,3.9
179447,Psychology Department,0
179464,Psychology Department,3.8
179577,Psychology Department,3.1
179598,Psychology Department,3.9
179617,Psychology Department,3.8
179637,Psychology Department,NA
179677,Psychology Department,3.7
179722,Psychology Department,4
179755,Psychology Department,NA
179772,Psychology Department,3.9
179795,Psychology Department,NA
179815,Psychology Department,3.9
179822,Psychology Department,3.3
179851,Psychology Department,3.5
179858,Psychology Department,0
179903,Psychology Department,3.9
179945,Psychology Department,3
179982,Psychology Department,0
179989,Psychology Department,3.7
180059,Psychology Department,3
180096,Psychology Department,3.3
180109,Psychology Department,3.9
180134,Psychology Department,NA
180137,Psychology Department,3.2
180161,Psychology Department,3.9
180181,Psychology Department,3.6
180186,Psychology Department,3.9
180220,Psychology Department,3.8
180225,Psychology Department,0
180265,Psychology Department,3.5
180332,Psychology Department,0
180337,Psychology Department,0
180360,Psychology Department,3.9
180380,Psychology Department,3.9
180385,Psychology Department,0
180409,Psychology Department,3.9
180417,Psychology Department,3.7
180423,Psychology Department,3.6
180494,Psychology Department,4
180504,Psychology Department,3.88
180548,Psychology Department,3.8
180561,Psychology Department,3.2
180569,Psychology Department,3.4
180612,Psychology Department,3.9
180634,Psychology Department,3.6
180648,Psychology Department,3.8
180667,Psychology Department,3.9
180678,Psychology Department,4
180685,Psychology Department,NA
180692,Psychology Department,3.9
180698,Psychology Department,3.9
180712,Psychology Department,4
180741,Psychology Department,3.9
180742,Psychology Department,3.4
180771,Psychology Department,3.4
180799,Psychology Department,NA
180827,Psychology Department,3.7
180839,Psychology Department,NA
180892,Psychology Department,0
180930,Psychology Department,3.6
180972,Psychology Department,2.9
180978,Psychology Department,3.5
180980,Psychology Department,NA
181018,Psychology Department,3.7
181030,Psychology Department,3.9
181115,Psychology Department,3.8
181151,Psychology Department,NA
181168,Psychology Department,NA
181230,Psychology Department,3.9
181233,Psychology Department,3.4
181247,Psychology Department,3.6
181313,Psychology Department,NA
181314,Psychology Department,3.8
181346,Psychology Department,3.8
181391,Psychology Department,3.2
181397,Psychology Department,3.3
181436,Psychology Department,4
181439,Psychology Department,3.7
181493,Psychology Department,4
181524,Psychology Department,3.9
NA,Psychology Department,3.5
181570,Psychology Department,3.8
181583,Psychology Department,3.7
181626,Psychology Department,3.9
181639,Psychology Department,0
181640,Psychology Department,3.8
181689,Psychology Department,2.7
181715,Psychology Department,0
181749,Psychology Department,3.9
181764,Psychology Department,3.8
181781,Psychology Department,3.8
181790,Psychology Department,0
181815,Psychology Department,3.7
181864,Psychology Department,3.8
181869,Psychology Department,4
181880,Psychology Department,NA
181905,Psychology Department,3.6
NA,Psychology Department,3.5
181922,Psychology Department,3.5
181924,Psychology Department,3.8
181934,Psychology Department,4
181948,Psychology Department,0
182004,Psychology Department,3.8
182021,Psychology Department,0
182053,Psychology Department,NA
182136,Psychology Department,NA
182139,Psychology Department,3.5
182152,Psychology Department,3.8
182155,Psychology Department,3.9
182196,Psychology Department,3.8
182198,Psychology Department,3.6
182201,Psychology Department,3.9
182237,Psychology Department,3.4
182238,Psychology Department,3.7
182239,Psychology Department,3.7
182276,Psychology Department,3.8
182288,Psychology Department,3.9
182387,Psychology Department,3.4
182388,Psychology Department,3.8
182412,Psychology Department,3.6
182424,Psychology Department,3.3
182450,Psychology Department,3.8
182458,Psychology Department,3.9
182461,Psychology Department,3.4
182467,Psychology Department,4
182478,Psychology Department,3.7
182568,Psychology Department,0
182578,Psychology Department,3
182589,Psychology Department,3.8
182619,Psychology Department,3.9
182623,Psychology Department,3.8
182639,Psychology Department,0
182666,Psychology Department,3.4
182673,Psychology Department,4
182685,Psychology Department,3.7
182728,Psychology Department,3.6
182732,Psychology Department,4
NA,Psychology Department,3.9
182777,Psychology Department,0
182817,Psychology Department,2
182819,Psychology Department,NA
182829,Psychology Department,0
182835,Psychology Department,3.9
182860,Psychology Department,NA
182949,Psychology Department,3.6
182953,Psychology Department,3.5
182968,Psychology Department,4
182987,Psychology Department,3.3
182998,Psychology Department,3.5
183011,Psychology Department,4
183025,Psychology Department,3.7
183035,Psychology Department,3.9
183047,Psychology Department,4
183087,Psychology Department,3.9
183122,Psychology Department,3.7
183142,Psychology Department,4
183161,Psychology Department,4
183162,Psychology Department,3.7
183251,Psychology Department,3.6
183279,Psychology Department,3.6
183327,Psychology Department,3.6
183366,Psychology Department,3.2
183368,Psychology Department,3.4
183378,Psychology Department,4
183420,Psychology Department,3.9
183439,Psychology Department,3.6
183526,Psychology Department,2.7
183551,Psychology Department,3.8
183558,Psychology Department,3.8
183562,Psychology Department,2.9
183595,Psychology Department,2.8
183615,Psychology Department,0
183648,Psychology Department,4
183679,Psychology Department,3.9
183695,Psychology Department,3.5
183733,Psychology Department,1.2
183750,Psychology Department,3.9
183779,Psychology Department,3.8
183789,Psychology Department,3.3
183807,Psychology Department,3.7
183829,Psychology Department,3.9
183844,Psychology Department,3.4
183872,Psychology Department,4
183876,Psychology Department,3.9
183891,Psychology Department,4
" and Developmental Biology""",Psychology Department,4
183932,Psychology Department,3.9
184004,Psychology Department,3.9
184046,Psychology Department,NA
184120,Psychology Department,0
184138,Psychology Department,3.5
184139,Psychology Department,2.6
184155,Psychology Department,3.8
184184,Psychology Department,3.9
184193,Psychology Department,0
184198,Psychology Department,4
184202,Psychology Department,3.8
184347,Psychology Department,0
184367,Psychology Department,3.9
184405,Psychology Department,4
184406,Psychology Department,3.7
184436,Psychology Department,NA
184465,Psychology Department,3.6
184481,Psychology Department,4
184501,Psychology Department,3.7
184504,Psychology Department,0
184549,Psychology Department,4
184577,Psychology Department,4
184596,Psychology Department,3.6
184605,Psychology Department,4
184618,Psychology Department,3.9
184629,Psychology Department,3.9
184632,Psychology Department,0
184664,Psychology Department,3.4
184691,Psychology Department,3.5
184730,Psychology Department,3.9
184777,Psychology Department,3.7
184794,Psychology Department,3.6
184819,Psychology Department,3.9
184844,Psychology Department,0
184854,Psychology Department,2.7
184870,Psychology Department,3.7
184943,Psychology Department,3.4
184992,Psychology Department,NA
185025,Psychology Department,0
185026,Psychology Department,3
185068,Psychology Department,3.9
185075,Psychology Department,0
185076,Psychology Department,3.4
185098,Psychology Department,3.4
185101,Psychology Department,NA
185135,Psychology Department,3.7
185140,Psychology Department,4
185145,Psychology Department,3.7
185157,Psychology Department,3.6
185162,Psychology Department,3.3
185171,Psychology Department,3.8
185177,Psychology Department,4
185198,Psychology Department,3.9
185232,Psychology Department,4
185314,Psychology Department,3.8
185333,Psychology Department,3.4
185356,Psychology Department,4
185369,Psychology Department,3.6
185380,Psychology Department,3.9
185443,Psychology Department,3.7
185459,Psychology Department,3.5
" and the Arts""",Psychology Department,3.7
185487,Psychology Department,3.4
185527,Psychology Department,3.9
185528,Psychology Department,3.6
185667,Psychology Department,3.6
185672,Psychology Department,4
185675,Psychology Department,3.8
185677,Psychology Department,3.4
185721,Psychology Department,3.5
185739,Psychology Department,NA
185767,Psychology Department,3.7
185807,Psychology Department,4
185821,Psychology Department,3.8
185828,Psychology Department,3.6
185869,Psychology Department,3.931
185963,Psychology Department,3.3
186013,Psychology Department,3.3
" and Developmental Biology""",Psychology Department,4
186057,Psychology Department,0
186068,Psychology Department,3.9
186076,Psychology Department,3.4
186082,Psychology Department,3.6
186086,Psychology Department,0
186091,Psychology Department,4
186092,Psychology Department,4
186121,Psychology Department,3.7
186158,Psychology Department,3.8
186198,Psychology Department,3.9
186240,Psychology Department,3.7
186247,Psychology Department,0
186255,Psychology Department,3.6
186256,Psychology Department,0
186266,Psychology Department,3.3
186302,Psychology Department,4
186319,Psychology Department,0
186339,Psychology Department,4
186350,Psychology Department,3.4
186378,Psychology Department,3.7
186382,Psychology Department,3.9
186396,Psychology Department,4
186443,Psychology Department,4
186445,Psychology Department,3.9
186448,Psychology Department,3.8
186451,Psychology Department,4
186472,Psychology Department,2.8
186485,Psychology Department,3.9
186509,Psychology Department,3.6
186510,Psychology Department,3.8
186547,Psychology Department,3.9
186573,Psychology Department,3.9
186577,Psychology Department,4
186583,Psychology Department,3.3
186685,Psychology Department,3.5
186742,Psychology Department,NA
186802,Psychology Department,3.4
186805,Psychology Department,0
186813,Psychology Department,4
186834,Psychology Department,3.7
186850,Psychology Department,3.6
186862,Psychology Department,3.5
186880,Psychology Department,NA
186890,Psychology Department,3.2
186898,Psychology Department,NA
186903,Psychology Department,0
186938,Psychology Department,NA
186940,Psychology Department,4
186951,Psychology Department,3.8
186965,Psychology Department,3.6
186977,Psychology Department,NA
186989,Psychology Department,NA
186994,Psychology Department,3.8
187014,Psychology Department,3.9
187019,Psychology Department,3.6
187022,Psychology Department,3.7
187048,Psychology Department,3.3
187064,Psychology Department,3.3
187066,Psychology Department,3.95
187121,Psychology Department,3.9
187135,Psychology Department,3.9
187150,Psychology Department,4
187156,Psychology Department,4
187275,Psychology Department,3.8
187327,Psychology Department,3.9
187340,Psychology Department,4
187341,Psychology Department,3.8
187365,Psychology Department,3.7
187388,Psychology Department,3.6
187414,Psychology Department,3.8
187432,Psychology Department,0
187452,Psychology Department,3.8
187485,Psychology Department,3.2
187548,Psychology Department,3.9
187577,Psychology Department,0
187585,Psychology Department,3.7
187597,Psychology Department,3.3
187601,Psychology Department,3.8
187615,Psychology Department,0
187616,Psychology Department,3.7
187646,Psychology Department,4
187675,Psychology Department,NA
187729,Psychology Department,3.3
187761,Psychology Department,3.6
187774,Psychology Department,4
187805,Psychology Department,3.7
187813,Psychology Department,4
187823,Psychology Department,3.9
187828,Psychology Department,3.8
187837,Psychology Department,3.9
187847,Psychology Department,3.9
187901,Psychology Department,NA
187903,Psychology Department,3.2
187916,Psychology Department,3.7
187926,Psychology Department,3.9
187927,Psychology Department,3.6
187942,Psychology Department,3
187992,Psychology Department,3.8
188039,Psychology Department,3.9
188074,Psychology Department,0
188099,Psychology Department,2.9
188167,Psychology Department,0
188168,Psychology Department,4
NA,Psychology Department,0
188221,Psychology Department,3.9
188225,Psychology Department,3.6
188232,Psychology Department,3.5
188237,Psychology Department,3.8
188240,Psychology Department,4
188241,Psychology Department,0
188300,Psychology Department,3.8
188302,Psychology Department,0
188324,Psychology Department,0
188387,Psychology Department,3.4
188389,Psychology Department,3.7
188418,Psychology Department,4
188451,Psychology Department,3.7
188486,Psychology Department,3.5
188529,Psychology Department,2.9
188563,Psychology Department,0
188565,Psychology Department,0
188573,Psychology Department,3.6
188606,Psychology Department,3.8
" Theatre and Dance""",Psychology Department,3
188726,Psychology Department,3.8
188778,Psychology Department,4
188795,Psychology Department,0
188803,Psychology Department,3.7
188815,Psychology Department,4
" and Developmental Biology""",Psychology Department,3.8
188892,Psychology Department,3.1
188946,Psychology Department,3.9
188948,Psychology Department,3.7
188968,Psychology Department,3.9
188978,Psychology Department,3.9
188995,Psychology Department,3.3
189010,Psychology Department,NA
189025,Psychology Department,3.6
189038,Psychology Department,3.7
189061,Psychology Department,3.9
" and the Arts""",Psychology Department,NA
189099,Psychology Department,NA
189102,Psychology Department,3.9
" and Developmental Biology""",Psychology Department,0
189162,Psychology Department,3.8
189177,Psychology Department,NA
189208,Psychology Department,3.8
189249,Psychology Department,3.4
189272,Psychology Department,3.8
189307,Psychology Department,3.7
189323,Psychology Department,3.7
189361,Psychology Department,3.9
189421,Psychology Department,3.7
189468,Psychology Department,4
189509,Psychology Department,4
189518,Psychology Department,3.8
189544,Psychology Department,3.9
189556,Psychology Department,4
189595,Psychology Department,4
189602,Psychology Department,3.7
189619,Psychology Department,3.8
189628,Psychology Department,3.9
189670,Psychology Department,3
189682,Psychology Department,3.8
189713,Psychology Department,3.5
189728,Psychology Department,0
189731,Psychology Department,3.9
189779,Psychology Department,4
189799,Psychology Department,3.7
189811,Psychology Department,3.9
189846,Psychology Department,3.6
189854,Psychology Department,3.4
189858,Psychology Department,3.1
189885,Psychology Department,2.8
189916,Psychology Department,3.9
189926,Psychology Department,0
189938,Psychology Department,4
189946,Psychology Department,4
189973,Psychology Department,4
190000,Psychology Department,3.7
190013,Psychology Department,0
190058,Psychology Department,3.8
190077,Psychology Department,3.6
190108,Psychology Department,3.8
190115,Psychology Department,3.9
190123,Psychology Department,3.7
190131,Psychology Department,NA
190137,Psychology Department,3.8
190151,Psychology Department,3.8
190157,Psychology Department,3.8
190193,Psychology Department,4
190214,Psychology Department,3.9
190253,Psychology Department,3.9
190277,Psychology Department,3.9
190282,Psychology Department,3.9
190300,Psychology Department,0
190315,Psychology Department,NA
190377,Psychology Department,3.9
190432,Psychology Department,0
190461,Psychology Department,NA
190473,Psychology Department,3
190483,Psychology Department,0
190508,Psychology Department,3.9
190577,Psychology Department,4
190588,Psychology Department,3.7
190614,Psychology Department,4
190617,Psychology Department,4
190624,Psychology Department,3.9
190626,Psychology Department,3.9
190652,Psychology Department,4
190657,Psychology Department,3.4
190658,Psychology Department,3.8
190667,Psychology Department,3.3
190682,Psychology Department,3.4
190713,Psychology Department,3.9
190722,Psychology Department,3.7
190764,Psychology Department,3.6
190784,Psychology Department,4
190810,Psychology Department,3.8
190832,Psychology Department,NA
190871,Psychology Department,3.3
191008,Psychology Department,0
191011,Psychology Department,3.7
191018,Psychology Department,3.6
191049,Psychology Department,4
191067,Psychology Department,3.8
191091,Psychology Department,3.9
191093,Psychology Department,3.4
191103,Psychology Department,NA
191110,Psychology Department,0
191120,Psychology Department,3.8
191125,Psychology Department,3.8
191164,Psychology Department,0
191190,Psychology Department,3.9
191201,Psychology Department,3.8
191222,Psychology Department,NA
191275,Psychology Department,3.8
191291,Psychology Department,3.5
191332,Psychology Department,3.8
191353,Psychology Department,3.8
191397,Psychology Department,NA
191403,Psychology Department,4
191405,Psychology Department,NA
191423,Psychology Department,3.9
191429,Psychology Department,3.8
191434,Psychology Department,3.1
191449,Psychology Department,2.2
191456,Psychology Department,3.9
191511,Psychology Department,3.6
191548,Psychology Department,3.9
191551,Psychology Department,4
191645,Psychology Department,NA
191698,Psychology Department,3.9
191750,Psychology Department,3.9
191769,Psychology Department,0
191807,Psychology Department,4
191843,Psychology Department,3.7
191866,Psychology Department,3.7
191909,Psychology Department,3.9
191912,Psychology Department,3.6
191924,Psychology Department,3.9
191936,Psychology Department,3.7
191947,Psychology Department,NA
191958,Psychology Department,3.7
191997,Psychology Department,3.7
192009,Psychology Department,3.8
192011,Psychology Department,3.7
192039,Psychology Department,3.5
192040,Psychology Department,NA
192053,Psychology Department,3.8
192118,Psychology Department,3.5
192121,Psychology Department,3.6
192150,Psychology Department,3.8
192196,Psychology Department,0
192220,Psychology Department,3.8
192249,Psychology Department,0
192252,Psychology Department,3.7
192253,Psychology Department,3.5
192280,Psychology Department,3.8
192290,Psychology Department,3.8
192307,Psychology Department,3.6
192336,Psychology Department,3.6
192380,Psychology Department,3.5
192414,Psychology Department,0
192445,Psychology Department,3.7
192469,Psychology Department,3.9
192532,Psychology Department,4
192550,Psychology Department,4
192624,Psychology Department,4
192638,Psychology Department,4
192717,Psychology Department,4
192718,Psychology Department,4
192797,Psychology Department,2.7
192803,Psychology Department,3.8
192823,Psychology Department,3.6
192826,Psychology Department,3.9
192833,Psychology Department,0
192839,Psychology Department,4
192853,Psychology Department,3.3
192893,Psychology Department,3.9
192895,Psychology Department,3.8
192901,Psychology Department,4
192905,Psychology Department,0
192907,Psychology Department,3.6
192912,Psychology Department,3.5
192958,Psychology Department,4
192996,Psychology Department,2.7
193004,Psychology Department,4
193094,Psychology Department,3.1
193106,Psychology Department,3.4
193203,Psychology Department,3.4
193217,Psychology Department,3.7
193286,Psychology Department,3.7
193300,Psychology Department,3.9
193311,Psychology Department,4
193348,Psychology Department,3.9
193357,Psychology Department,3.4
193365,Psychology Department,0
193405,Psychology Department,NA
193426,Psychology Department,3.9
193431,Psychology Department,3.8
193437,Psychology Department,4
193447,Psychology Department,4
193449,Psychology Department,3.3
193460,Psychology Department,3.5
193470,Psychology Department,4
193490,Psychology Department,3.1
193536,Psychology Department,3.94
193578,Psychology Department,3.9
193588,Psychology Department,3.6
193625,Psychology Department,3.4
193658,Psychology Department,4
193690,Psychology Department,3.7
193720,Psychology Department,3.8
193723,Psychology Department,3.8
193750,Psychology Department,4
193757,Psychology Department,3.8
193779,Psychology Department,NA
193803,Psychology Department,0
193822,Psychology Department,4
193831,Psychology Department,3.8
193844,Psychology Department,4
193860,Psychology Department,3
193873,Psychology Department,0
193915,Psychology Department,3.9
193920,Psychology Department,0
193934,Psychology Department,NA
193957,Psychology Department,0
193973,Psychology Department,3.4
193986,Psychology Department,3.9
193996,Psychology Department,3.9
194074,Psychology Department,3.9
194101,Psychology Department,3.94
194106,Psychology Department,2.7
194112,Psychology Department,4
194118,Psychology Department,3.8
194126,Psychology Department,3.9
194135,Psychology Department,3.6
194201,Psychology Department,3.7
194226,Psychology Department,3.77
194239,Psychology Department,3.7
194274,Psychology Department,3.7
194302,Psychology Department,2.7
194313,Psychology Department,3.9
194334,Psychology Department,3.9
194367,Psychology Department,3.9
194384,Psychology Department,4
194429,Psychology Department,0
194441,Psychology Department,3.1
194470,Psychology Department,3.9
194472,Psychology Department,3.4
194502,Psychology Department,3.1
194587,Psychology Department,3.84
194615,Psychology Department,3.5
194636,Psychology Department,3.9
194647,Psychology Department,3.7
194649,Psychology Department,3.2
194677,Psychology Department,3.6
194698,Psychology Department,3.6
194702,Psychology Department,3.2
194706,Psychology Department,3.7
194737,Psychology Department,3.4
194748,Psychology Department,NA
194788,Psychology Department,3.8
194794,Psychology Department,3.9
194809,Psychology Department,NA
194844,Psychology Department,3.7
194858,Psychology Department,3.7
194889,Psychology Department,3.5
194937,Psychology Department,0
194945,Psychology Department,4
194948,Psychology Department,3.9
194968,Psychology Department,3.4
194990,Psychology Department,3.6
194998,Psychology Department,3.8
195004,Psychology Department,0
195019,Psychology Department,3.9
195037,Psychology Department,3.47
195073,Psychology Department,4
195105,Psychology Department,0
195114,Psychology Department,3.5
195117,Psychology Department,3.4
195129,Psychology Department,3.9
195136,Psychology Department,3.7
195149,Psychology Department,4
195186,Psychology Department,3.9
195190,Psychology Department,3.9
195249,Psychology Department,0
195255,Psychology Department,4
195313,Psychology Department,0
195372,Psychology Department,4
195384,Psychology Department,0
195447,Psychology Department,NA
195486,Psychology Department,3.8
195499,Psychology Department,3.7
195516,Psychology Department,3.5
195528,Psychology Department,3.7
195550,Psychology Department,3.7
195618,Psychology Department,3.2
195657,Psychology Department,0
195659,Psychology Department,0
195670,Psychology Department,3.6
195696,Psychology Department,0
195698,Psychology Department,0
195730,Psychology Department,3.7
195749,Psychology Department,3.7
195752,Psychology Department,3
195759,Psychology Department,3.9
195771,Psychology Department,3.4
195793,Psychology Department,0
195830,Psychology Department,2.7
195832,Psychology Department,3.6
195870,Psychology Department,3.5
195894,Psychology Department,NA
195904,Psychology Department,4
195912,Psychology Department,3.8
195935,Psychology Department,2.7
195981,Psychology Department,NA
195989,Psychology Department,4
195990,Psychology Department,3.4
196021,Psychology Department,3
196071,Psychology Department,3
196078,Psychology Department,3.7
196090,Psychology Department,3.8
196127,Psychology Department,3.8
196245,Psychology Department,0
196303,Psychology Department,3
196315,Psychology Department,3.7
196397,Psychology Department,4
196409,Psychology Department,3.7
196447,Psychology Department,4
196456,Psychology Department,4
196461,Psychology Department,NA
196472,Psychology Department,3.8
196520,Psychology Department,NA
196524,Psychology Department,3.9
" and Developmental Biology""",Psychology Department,4
196566,Psychology Department,3.8
196570,Psychology Department,3.8
196631,Psychology Department,3.6
196643,Psychology Department,3.6
196654,Psychology Department,3.4
196669,Psychology Department,3.8
196706,Psychology Department,3.7
196711,Psychology Department,3.88
196880,Psychology Department,3.9
196906,Psychology Department,0
196929,Psychology Department,3.1
196972,Psychology Department,4
196989,Psychology Department,3.8
197017,Psychology Department,0
197049,Psychology Department,3.9
